dataset,attribute,class,algorithm,set,num_iterations,error,classifier_type,classification_algorithm,value,fairness_disparate_impact,fairness_discrimination_score,fairness_true_positive_rate_diff,fairness_false_positive_rate_diff,fairness_false_positive_error_rate_balance_score,fairness_false_negative_error_rate_balance_score,fairness_consistency,performance_accuracy,performance_f1_score,performance_auc
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,LogisticRegression,Female,0.8200,0.8513,0.9000,0.8230,0.8230,0.9000,0.8300,0.7400,0.8243,0.6524
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,LogisticRegression,Male,1.2195,0.8513,1.1000,1.1770,0.8230,0.9000,0.8300,0.7400,0.8243,0.6524
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,SVC,Female,0.8981,0.9158,0.9500,0.9139,0.9139,0.9500,0.8367,0.7400,0.8267,0.6429
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,SVC,Male,1.1134,0.9158,1.0500,1.0861,0.9139,0.9500,0.8367,0.7400,0.8267,0.6429
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,GaussianNB,Female,0.9194,0.9462,0.8800,1.1914,0.8086,0.8800,0.8167,0.7500,0.8148,0.7262
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,GaussianNB,Male,1.0877,0.9462,1.1200,0.8086,0.8086,0.8800,0.8167,0.7500,0.8148,0.7262
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,DecisionTreeClassifier,Female,1.0645,0.9570,0.9800,1.2010,0.7990,0.9800,0.6800,0.6200,0.7246,0.5571
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,DecisionTreeClassifier,Male,0.9394,0.9570,1.0200,0.7990,0.7990,0.9800,0.6800,0.6200,0.7246,0.5571
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,RandomForestClassifier,Female,0.8903,0.9126,0.9600,0.8612,0.8612,0.9600,0.8133,0.6900,0.7891,0.5976
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,RandomForestClassifier,Male,1.1232,0.9126,1.0400,1.1388,0.8612,0.9600,0.8133,0.6900,0.7891,0.5976
