genotype,performance,disparate_impact,discrimination_score,true_positive_rate_diff,false_positive_rate_diff,false_positive_error_rate_balance_score,false_negative_error_rate_balance_score,consistency
"[4, 1, 0, 3, 2]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 1, 0, 3, 2]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 1, 0, 3, 2]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 1, 0, 3, 2]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 1, 0, 3, 2]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 1, 4, 3, 2]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 1, 4, 3, 2]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 1, 4, 3, 2]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 1, 4, 3, 2]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 1, 4, 3, 2]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 3, 1, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 3, 1, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 3, 1, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 1, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 1, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
"[4, 4, 4, 4, 1]",-1,2.627,0.0813,0.1455,0.0524,0.0512,0.1339,0.0
