dataset,attribute,class,algorithm,set,num_iterations,error,classifier_type,classification_algorithm,value,fairness_disparate_impact,fairness_discrimination_score,fairness_true_positive_rate_diff,fairness_false_positive_rate_diff,fairness_false_positive_error_rate_balance_score,fairness_false_negative_error_rate_balance_score,fairness_consistency,performance_accuracy,performance_f1_score,performance_auc
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,LogisticRegression,Female,0.9892,0.9916,1.0400,0.9665,0.9665,0.9600,0.7933,0.7400,0.8243,0.6524
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,LogisticRegression,Male,1.0109,0.9916,0.9600,1.0335,0.9665,0.9600,0.7933,0.7400,0.8243,0.6524
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,SVC,Female,0.9892,0.9916,1.0200,1.0191,0.9809,0.9800,0.7733,0.7600,0.8378,0.6762
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,SVC,Male,1.0109,0.9916,0.9800,0.9809,0.9809,0.9800,0.7733,0.7600,0.8378,0.6762
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,GaussianNB,Female,1.0858,0.9490,1.1000,1.0478,0.9522,0.9000,0.7500,0.7100,0.7786,0.6976
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,GaussianNB,Male,0.9210,0.9490,0.9000,0.9522,0.9522,0.9000,0.7500,0.7100,0.7786,0.6976
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,DecisionTreeClassifier,Female,0.8524,0.8995,1.0300,0.6938,0.6938,0.9700,0.6200,0.6700,0.7556,0.6310
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,DecisionTreeClassifier,Male,1.1731,0.8995,0.9700,1.3062,0.6938,0.9700,0.6200,0.6700,0.7556,0.6310
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,RandomForestClassifier,Female,1.0684,0.9504,1.0800,1.0718,0.9282,0.9200,0.7433,0.7400,0.8194,0.6714
German Credit,Attribute9,NA,NA,Validation,0,False,Surrogate,RandomForestClassifier,Male,0.9360,0.9504,0.9200,0.9282,0.9282,0.9200,0.7433,0.7400,0.8194,0.6714
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,LogisticRegression,Female,0.9142,0.9303,1.0000,0.8756,0.8756,1.0000,0.7733,0.7700,0.8456,0.6833
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,LogisticRegression,Male,1.0939,0.9303,1.0000,1.1244,0.8756,1.0000,0.7733,0.7700,0.8456,0.6833
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,SVC,Female,1.0117,0.9906,1.0000,1.1100,0.8900,1.0000,0.7900,0.7600,0.8400,0.6667
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,SVC,Male,0.9884,0.9906,1.0000,0.8900,0.8900,1.0000,0.7900,0.7600,0.8400,0.6667
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,GaussianNB,Female,0.9611,0.9752,1.0300,0.9426,0.9426,0.9700,0.7600,0.6900,0.7669,0.6643
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,GaussianNB,Male,1.0404,0.9752,0.9700,1.0574,0.9426,0.9700,0.7600,0.6900,0.7669,0.6643
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,DecisionTreeClassifier,Female,1.1635,0.8957,1.1800,1.0335,0.9665,0.8200,0.6067,0.7100,0.7883,0.6690
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,DecisionTreeClassifier,Male,0.8595,0.8957,0.8200,0.9665,0.9665,0.8200,0.6067,0.7100,0.7883,0.6690
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,RandomForestClassifier,Female,0.9659,0.9738,0.9900,1.0191,0.9809,0.9900,0.7633,0.7400,0.8219,0.6619
German Credit,Attribute9,NA,NA,Test,0,False,Surrogate,RandomForestClassifier,Male,1.0353,0.9738,1.0100,0.9809,0.9809,0.9900,0.7633,0.7400,0.8219,0.6619
German Credit,Attribute9,NA,NA,Validation,0,False,Test,XGBClassifier,Female,1.0448,0.9682,1.1200,0.9282,0.9282,0.8800,0.6933,0.7200,0.8028,0.6571
German Credit,Attribute9,NA,NA,Validation,0,False,Test,XGBClassifier,Male,0.9572,0.9682,0.8800,1.0718,0.9282,0.8800,0.6933,0.7200,0.8028,0.6571
German Credit,Attribute9,NA,NA,Test,0,False,Test,XGBClassifier,Female,1.0273,0.9794,1.0400,1.0718,0.9282,0.9600,0.7133,0.7600,0.8356,0.6857
German Credit,Attribute9,NA,NA,Test,0,False,Test,XGBClassifier,Male,0.9734,0.9794,0.9600,0.9282,0.9282,0.9600,0.7133,0.7600,0.8356,0.6857
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,LogisticRegression,Female,0.9937,0.9949,1.0400,0.9522,0.9522,0.9600,0.8133,0.7100,0.8079,0.6024
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,LogisticRegression,Male,1.0064,0.9949,0.9600,1.0478,0.9522,0.9600,0.8133,0.7100,0.8079,0.6024
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,SVC,Female,0.9645,0.9691,0.9800,0.9904,0.9904,0.9800,0.8533,0.7200,0.8205,0.5905
German Credit,Attribute9,Female,Massaging,Validation,1,False,Surrogate,SVC,Male,1.0368,0.9691,1.0200,1.0096,0.9904,0.9800,0.8533,0.7200,0.8205,0.5905
